gx,gy,gz,avgx,avgy,avgz,minx,maxx,miny,maxy,minz,maxz,,,,,,,,,,
1.120735,-1.241714,-1.462309,0.494051,1.041609,0.978893,-1.537508,2.168406,-4.000183,4.000183,-1.462309,1.42947,,,,,,,,,,
0.929683,-2.836904,-1.892022,0.503348,1.022537,0.9409,-1.537508,2.168406,-4.000183,4.000183,-1.892022,1.42947,,,,,,,,,,
0.020326,-4.000061,-1.655924,0.503551,0.982739,0.884544,-1.537508,2.168406,-4.000183,4.000183,-1.892022,1.42947,,,,,,,,,,
-1.044925,-4.000183,-0.805164,0.493102,0.932288,0.826041,-1.537508,2.168406,-4.000183,4.000183,-1.892022,1.42947,,,,,,,,,,
-1.161753,-4.000183,-0.340902,0.481484,0.880669,0.771013,-1.537508,2.168406,-4.000183,4.000183,-1.892022,1.42947,,,,,,,,,,
-1.085821,-4.000183,-0.139596,0.470626,0.829809,0.718757,-1.537508,2.168406,-4.000183,4.000183,-1.892022,1.42947,,,,,,,,,,
-0.735824,-4.000183,0.065373,0.463268,0.782449,0.67205,-1.537508,2.168406,-4.000183,4.000183,-1.892022,1.42947,,,,,,,,,,
-0.292193,-3.094244,0.05756,0.460346,0.748585,0.638761,-1.537508,2.168406,-4.000183,4.000183,-1.892022,1.42947,,,,,,,,,,
0.416834,-1.778856,-0.45651,0.464514,0.734964,0.620576,-1.537508,2.168406,-4.000183,4.000183,-1.892022,1.42947,,,,,,,,,,
1.192028,0.545871,-0.706281,0.476435,0.752343,0.630892,-1.537508,2.168406,-4.000183,4.000183,-1.892022,1.42947,,,,,,,,,,
1.63163,4.000183,-0.356772,0.492751,0.808661,0.683643,-1.537508,2.168406,-4.000183,4.000183,-1.892022,1.42947,,,,,,,,,,
1.627968,3.999695,-0.260819,0.509031,0.864938,0.737311,-1.537508,2.168406,-4.000183,4.000183,-1.892022,1.42947,,,,,,,,,,
1.242202,4.000183,0.755356,0.521453,0.917362,0.797289,-1.537508,2.168406,-4.000183,4.000183,-1.892022,1.42947,,,,,,,,,,
1.040896,4.000183,1.114021,0.531862,0.967773,0.85884,-1.537508,2.168406,-4.000183,4.000183,-1.892022,1.42947,,,,,,,,,,
0.801746,4.000183,1.433864,0.539879,1.015792,0.921198,-1.537508,2.168406,-4.000183,4.000183,-1.892022,1.433864,,,,,,,,,,
0.826161,4.000183,1.291644,0.548141,1.064055,0.982377,-1.537508,2.168406,-4.000183,4.000183,-1.892022,1.433864,,,,,,,,,,
0.976195,3.690838,0.859611,0.557903,1.110726,1.037644,-1.537508,2.168406,-4.000183,4.000183,-1.892022,1.433864,,,,,,,,,,
0.997314,3.52115,0.787341,0.567876,1.15591,1.090702,-1.537508,2.168406,-4.000183,4.000183,-1.892022,1.433864,,,,,,,,,,
1.039309,3.222792,0.639382,0.578269,1.198531,1.139717,-1.537508,2.168406,-4.000183,4.000183,-1.892022,1.433864,,,,,,,,,,
1.200696,1.83135,-0.097357,0.590276,1.228852,1.169064,-1.537508,2.168406,-4.000183,4.000183,-1.892022,1.433864,,,,,,,,,,
1.247085,0.568943,-0.794787,0.602747,1.247012,1.179276,-1.537508,2.168406,-4.000183,4.000183,-1.892022,1.433864,,,,,,,,,,
1.20387,-0.726424,-1.467558,0.614785,1.251787,1.169375,-1.537508,2.168406,-4.000183,4.000183,-1.892022,1.433864,,,,,,,,,,
0.792834,-2.351889,-1.625038,0.622714,1.236196,1.137534,-1.537508,2.168406,-4.000183,4.000183,-1.892022,1.433864,,,,,,,,,,
-0.694928,-4.000183,-1.345968,0.615765,1.189245,1.077123,-1.537508,2.168406,-4.000183,4.000183,-1.892022,1.433864,,,,,,,,,,
-0.954221,-4.000183,-1.220228,0.606222,1.139701,1.015377,-1.537508,2.168406,-4.000183,4.000183,-1.892022,1.433864,,,,,,,,,,
-0.239822,-3.262711,-0.347616,0.603824,1.104676,0.976875,-1.537508,2.168406,-4.000183,4.000183,-1.892022,1.433864,,,,,,,,,,
0.466764,-1.607215,-0.664286,0.608492,1.093271,0.958828,-1.537508,2.168406,-4.000183,4.000183,-1.892022,1.433864,,,,,,,,,,
1.107917,-0.344931,-0.661112,0.619571,1.100901,0.959847,-1.537508,2.168406,-4.000183,4.000183,-1.892022,1.433864,,,,,,,,,,
1.479399,1.137826,-0.235427,0.634365,1.127073,0.983665,-1.537508,2.168406,-4.000183,4.000183,-1.892022,1.433864,,,,,,,,,,
1.447415,2.931392,0.332723,0.648839,1.170861,1.03078,-1.537508,2.168406,-4.000183,4.000183,-1.892022,1.433864,,,,,,,,,,
1.42007,3.239883,0.433071,0.66304,1.217461,1.08171,-1.537508,2.168406,-4.000183,4.000183,-1.892022,1.433864,,,,,,,,,,
1.388207,4.000183,1.10987,0.676922,1.271345,1.146693,-1.537508,2.168406,-4.000183,4.000183,-1.892022,1.433864,,,,,,,,,,
1.259049,4.000183,1.839041,0.689512,1.323937,1.217676,-1.537508,2.168406,-4.000183,4.000183,-1.892022,1.839041,,,,,,,,,,
1.155893,4.000183,1.780931,0.689063,1.330689,1.237289,-1.537508,2.168406,-4.000183,4.000183,-1.892022,1.839041,,,,,,,,,,
1.139535,4.000183,1.667155,0.688183,1.337839,1.256615,-1.537508,2.168406,-4.000183,4.000183,-1.892022,1.839041,,,,,,,,,,
1.242935,4.000183,1.191784,0.687935,1.346968,1.273835,-1.537508,2.168406,-4.000183,4.000183,-1.892022,1.839041,,,,,,,,,,
1.578649,2.876091,0.326009,0.690611,1.349217,1.27619,-1.537508,2.168406,-4.000183,4.000183,-1.892022,1.839041,,,,,,,,,,
1.805835,0.625099,-1.322896,0.695223,1.3319,1.242975,-1.537508,2.168406,-4.000183,4.000183,-1.892022,1.839041,,,,,,,,,,
1.645791,-0.342611,-1.861991,0.697702,1.30433,1.194836,-1.537508,2.168406,-4.000183,4.000183,-1.892022,1.839041,,,,,,,,,,
1.507721,-1.006104,-2.049991,0.698281,1.269806,1.138529,-1.537508,2.168406,-4.000183,4.000183,-2.049991,1.839041,,,,,,,,,,
1.316181,-1.781054,-2.087957,0.696552,1.226311,1.073324,-1.537508,2.168406,-4.000183,4.000183,-2.087957,1.839041,,,,,,,,,,
0.462125,-3.986022,-1.701581,0.685873,1.152943,0.982557,-1.537508,2.168406,-4.000183,4.000183,-2.087957,1.839041,,,,,,,,,,
-0.46591,-4.000061,-1.181163,0.662195,1.076808,0.89764,-1.537508,2.168406,-4.000183,4.000183,-2.087957,1.839041,,,,,,,,,,
-1.094732,-4.000183,-0.854727,0.640806,1.050771,0.869134,-1.537508,2.168406,-4.000183,4.000183,-2.087957,1.839041,,,,,,,,,,
-0.929561,-4.000183,-0.270829,0.641605,1.05157,0.864395,-1.537508,2.168406,-4.000183,4.000183,-2.087957,1.839041,,,,,,,,,,
-0.539401,-4.000183,0.050479,0.650543,1.060508,0.868924,-1.537508,2.168406,-4.000183,4.000183,-2.087957,1.839041,,,,,,,,,,
0.344198,-2.513276,-0.451138,0.666791,1.091625,0.893968,-1.537508,2.168406,-4.000183,4.000183,-2.087957,1.839041,,,,,,,,,,
1.548007,-0.18977,-0.723738,0.689306,1.152244,0.950399,-1.537508,2.168406,-4.000183,4.000183,-2.087957,1.839041,,,,,,,,,,
2.202344,2.681988,-0.148508,0.70921,1.224965,1.030519,-1.537508,2.202344,-4.000183,4.000183,-2.087957,1.839041,,,,,,,,,,
1.938778,4.000183,0.682598,0.721519,1.289787,1.112752,-1.537508,2.202344,-4.000183,4.000183,-2.087957,1.839041,,,,,,,,,,
1.365379,4.000183,1.661661,0.724137,1.331173,1.182758,-1.537508,2.202344,-4.000183,4.000183,-2.087957,1.839041,,,,,,,,,,
1.173717,4.000183,1.737716,0.722157,1.357416,1.238508,-1.537508,2.202344,-4.000183,4.000183,-2.087957,1.839041,,,,,,,,,,
1.254044,4.000183,1.593786,0.719589,1.366346,1.272872,-1.537508,2.202344,-4.000183,4.000183,-2.087957,1.839041,,,,,,,,,,
1.58109,4.000183,1.059452,0.720626,1.367521,1.289709,-1.537508,2.202344,-4.000183,4.000183,-2.087957,1.839041,,,,,,,,,,
1.715986,3.916682,0.355551,0.723239,1.369299,1.299337,-1.537508,2.202344,-4.000183,4.000183,-2.087957,1.839041,,,,,,,,,,
1.832204,2.772325,0.035219,0.730295,1.364076,1.289042,-1.537508,2.202344,-4.000183,4.000183,-2.087957,1.839041,,,,,,,,,,
1.842337,2.534762,-0.057316,0.740322,1.359449,1.272546,-1.537508,2.202344,-4.000183,4.000183,-2.087957,1.839041,,,,,,,,,,
1.9859,1.2632,-0.624123,0.75152,1.343278,1.239358,-1.537508,2.202344,-4.000183,4.000183,-2.087957,1.839041,,,,,,,,,,
1.999695,1.144662,-0.678325,0.761803,1.325005,1.206846,-1.537508,2.202344,-4.000183,4.000183,-2.087957,1.839041,,,,,,,,,,
2.030581,0.805042,-0.820668,0.772401,1.310746,1.179573,-1.537508,2.202344,-4.000183,4.000183,-2.087957,1.839041,,,,,,,,,,
2.065739,-0.076238,-1.110969,0.784252,1.302031,1.157626,-1.537508,2.202344,-4.000183,4.000183,-2.087957,1.839041,,,,,,,,,,
1.850516,-1.651529,-1.312763,0.796285,1.301246,1.150655,-1.537508,2.202344,-4.000183,4.000183,-2.087957,1.839041,,,,,,,,,,
0.095404,-4.000061,-0.092596,0.79296,1.277785,1.139319,-1.537508,2.202344,-4.000183,4.000183,-2.087957,1.839041,,,,,,,,,,
-0.855094,-4.000183,-0.056583,0.786924,1.27175,1.146526,-1.537508,2.202344,-4.000183,4.000183,-2.087957,1.839041,,,,,,,,,,
-0.808216,-4.000183,-0.131173,0.790239,1.275064,1.160656,-1.537508,2.202344,-4.000183,4.000183,-2.087957,1.839041,,,,,,,,,,
-0.061832,-3.523714,-0.268876,0.804995,1.294586,1.186172,-1.426173,2.202344,-4.000183,4.000183,-2.087957,1.839041,,,,,,,,,,
1.679485,-0.597265,-1.162852,0.836052,1.359672,1.244859,-1.161753,2.202344,-4.000183,4.000183,-2.087957,1.839041,,,,,,,,,,
2.691509,1.882256,-0.44125,0.873502,1.45356,1.335883,-1.161753,2.691509,-4.000183,4.000183,-2.087957,1.839041,,,,,,,,,,
2.623024,3.996643,0.545382,0.905514,1.552449,1.442307,-1.161753,2.691509,-4.000183,4.000183,-2.087957,1.839041,,,,,,,,,,
1.763841,4.000183,1.794604,0.924873,1.632622,1.544251,-1.161753,2.691509,-4.000183,4.000183,-2.087957,1.839041,,,,,,,,,,
1.231215,4.000183,2.257157,0.932373,1.68759,1.628145,-1.161753,2.691509,-4.000183,4.000183,-2.087957,2.257157,,,,,,,,,,
1.10694,4.000183,2.049991,0.932971,1.71712,1.683324,-1.161753,2.691509,-4.000183,4.000183,-2.087957,2.257157,,,,,,,,,,
1.100592,3.998718,1.598059,0.929532,1.726186,1.711166,-1.161753,2.691509,-4.000183,4.000183,-2.087957,2.257157,,,,,,,,,,
1.251236,3.10108,1.009278,0.925607,1.713304,1.707326,-1.161753,2.691509,-4.000183,4.000183,-2.087957,2.257157,,,,,,,,,,
1.669719,1.842337,0.125435,0.927793,1.693912,1.68301,-1.161753,2.691509,-4.000183,4.000183,-2.087957,2.257157,,,,,,,,,,
2.036684,0.514497,-0.996826,0.936452,1.667714,1.636294,-1.161753,2.691509,-4.000183,4.000183,-2.087957,2.257157,,,,,,,,,,
2.044863,-1.509675,-1.7227,0.947403,1.623566,1.562882,-1.161753,2.691509,-4.000183,4.000183,-2.087957,2.257157,,,,,,,,,,
0.777696,-3.994568,-1.24794,0.945691,1.541907,1.456869,-1.161753,2.691509,-4.000183,4.000183,-2.087957,2.257157,,,,,,,,,,
-1.171885,-4.000183,-0.158396,0.924566,1.440778,1.343413,-1.171885,2.691509,-4.000183,4.000183,-2.087957,2.257157,,,,,,,,,,
-1.134652,-4.000183,-0.556614,0.904043,1.340837,1.22935,-1.171885,2.691509,-4.000183,4.000183,-2.087957,2.257157,,,,,,,,,,
-0.883416,-4.000183,0.139596,0.886118,1.249858,1.133096,-1.171885,2.691509,-4.000183,4.000183,-2.087957,2.257157,,,,,,,,,,
-0.84899,-4.000183,0.204175,0.868428,1.171849,1.055055,-1.171885,2.691509,-4.000183,4.000183,-2.087957,2.257157,,,,,,,,,,
-0.303424,-3.370628,-0.112373,0.855965,1.11478,0.99974,-1.171885,2.691509,-4.000183,4.000183,-2.087957,2.257157,,,,,,,,,,
0.537081,-2.253983,-0.781359,0.851072,1.089296,0.97484,-1.171885,2.691509,-4.000183,4.000183,-2.087957,2.257157,,,,,,,,,,
1.410547,-1.098273,-0.954099,0.856903,1.107544,0.995164,-1.171885,2.691509,-4.000183,4.000183,-2.087957,2.257157,,,,,,,,,,
1.916194,-0.113715,-0.732406,0.886661,1.176167,1.063511,-1.171885,2.691509,-4.000183,4.000183,-2.087957,2.257157,,,,,,,,,,
2.641091,2.020326,-0.313923,0.924271,1.273983,1.160682,-1.171885,2.691509,-4.000183,4.000183,-2.087957,2.257157,,,,,,,,,,
2.992309,3.679851,-0.064762,0.960435,1.386,1.273162,-1.171885,2.992309,-4.000183,4.000183,-2.087957,2.257157,,,,,,,,,,
1.858451,4.000183,2.158884,0.978185,1.471849,1.386524,-1.171885,2.992309,-4.000183,4.000183,-2.087957,2.257157,,,,,,,,,,
1.361228,4.000183,2.585058,0.981843,1.528583,1.477848,-1.171885,2.992309,-4.000183,4.000183,-2.087957,2.585058,,,,,,,,,,
1.462308,4.000183,1.881524,0.981243,1.564647,1.539667,-1.171885,2.992309,-4.000183,4.000183,-2.087957,2.585058,,,,,,,,,,
1.574498,3.496246,1.078496,0.977063,1.569883,1.562876,-1.171885,2.992309,-4.000183,4.000183,-2.087957,2.585058,,,,,,,,,,
1.658121,2.627297,0.606543,0.97196,1.551092,1.555328,-1.171885,2.992309,-4.000183,4.000183,-2.087957,2.585058,,,,,,,,,,
1.874077,1.137582,-0.297931,0.973747,1.524253,1.522279,-1.171885,2.992309,-4.000183,4.000183,-2.087957,2.585058,,,,,,,,,,
1.891046,-0.575414,-1.289568,0.980107,1.484857,1.459278,-1.171885,2.992309,-4.000183,4.000183,-2.087957,2.585058,,,,,,,,,,
1.548862,-3.452176,-1.840872,0.985056,1.415283,1.357001,-1.171885,2.992309,-4.000183,4.000183,-2.087957,2.585058,,,,,,,,,,
-0.09638,-4.000061,-0.860831,0.973,1.323224,1.243239,-1.171885,2.992309,-4.000183,4.000183,-2.087957,2.585058,,,,,,,,,,
-1.398462,-4.000183,-0.309284,0.944413,1.222704,1.135324,-1.398462,2.992309,-4.000183,4.000183,-2.087957,2.585058,,,,,,,,,,
-0.874138,-4.000183,-0.52524,0.919376,1.141753,1.053391,-1.398462,2.992309,-4.000183,4.000183,-2.087957,2.585058,,,,,,,,,,
-0.849356,-4.000183,-0.482879,0.897346,1.080604,0.997601,-1.398462,2.992309,-4.000183,4.000183,-2.087957,2.585058,,,,,,,,,,
-0.745346,-4.000183,-0.111518,0.878685,1.034359,0.964864,-1.398462,2.992309,-4.000183,4.000183,-2.087957,2.585058,,,,,,,,,,
-0.097235,-2.992553,-0.189526,0.868416,1.022533,0.970063,-1.398462,2.992309,-4.000183,4.000183,-2.087957,2.585058,,,,,,,,,,
0.819447,-2.063175,-0.904535,0.876407,1.049893,1.004937,-1.398462,2.992309,-4.000183,4.000183,-2.087957,2.585058,,,,,,,,,,
1.562412,-0.926875,-0.896112,0.902481,1.1067,1.060834,-1.398462,2.992309,-4.000183,4.000183,-2.087957,2.585058,,,,,,,,,,
2.167918,0.49118,-0.270219,0.935777,1.18491,1.139751,-1.398462,2.992309,-4.000183,4.000183,-2.087957,2.585058,,,,,,,,,,
1.97711,4.000183,2.040957,0.966407,1.295543,1.272189,-1.398462,2.992309,-4.000183,4.000183,-2.087957,2.585058,,,,,,,,,,
1.642007,4.000183,2.521089,0.990185,1.399325,1.400529,-1.398462,2.992309,-4.000183,4.000183,-2.087957,2.585058,,,,,,,,,,
1.291522,4.000183,2.810169,1.006022,1.486106,1.514836,-1.398462,2.992309,-4.000183,4.000183,-2.087957,2.810169,,,,,,,,,,
1.343527,4.000183,2.090154,1.015289,1.553164,1.60736,-1.398462,2.992309,-4.000183,4.000183,-2.087957,2.810169,,,,,,,,,,
1.54642,3.431179,1.062504,1.018833,1.585561,1.657445,-1.398462,2.992309,-4.000183,4.000183,-2.087957,2.810169,,,,,,,,,,
1.728316,1.91009,0.139596,1.0198,1.565627,1.642474,-1.398462,2.992309,-4.000183,4.000183,-2.087957,2.810169,,,,,,,,,,
1.788989,0.804554,-0.564182,1.02141,1.535285,1.6091,-1.398462,2.992309,-4.000183,4.000183,-2.087957,2.810169,,,,,,,,,,
1.622963,-1.858817,-1.451932,1.025218,1.480503,1.532244,-1.398462,2.992309,-4.000183,4.000183,-2.087957,2.810169,,,,,,,,,,
0.778429,-4.000183,-1.33669,1.022593,1.397875,1.425109,-1.398462,2.992309,-4.000183,4.000183,-2.087957,2.810169,,,,,,,,,,
-0.539767,-4.000183,-0.844961,1.009178,1.304456,1.308902,-1.398462,2.992309,-4.000183,4.000183,-2.087957,2.810169,,,,,,,,,,
-1.29262,-4.000183,-0.52646,0.98799,1.203264,1.189529,-1.398462,2.992309,-4.000183,4.000183,-2.087957,2.810169,,,,,,,,,,
-1.498077,-4.000183,-0.238479,0.963247,1.101611,1.076896,-1.498077,2.992309,-4.000183,4.000183,-2.087957,2.810169,,,,,,,,,,
-1.035891,-4.000183,0.077458,0.942915,1.006066,0.974251,-1.498077,2.992309,-4.000183,4.000183,-2.087957,2.810169,,,,,,,,,,
-0.56699,-3.300922,0.019471,0.926852,0.924766,0.886752,-1.498077,2.992309,-4.000183,4.000183,-2.087957,2.810169,,,,,,,,,,
0.315754,-2.037173,-0.523286,0.918003,0.877231,0.834958,-1.498077,2.992309,-4.000183,4.000183,-2.087957,2.810169,,,,,,,,,,
1.488799,-0.022035,-0.624489,0.92042,0.873739,0.833169,-1.498077,2.992309,-4.000183,4.000183,-2.087957,2.810169,,,,,,,,,,
