You entered a buffer length of 20
1.246719, 2.236770, 0.072087, 0.062336, 0.174174, 0.177779, 0.000000, 1.246719, 0.000000, 2.236770, 0.000000, 0.072087
1.263566, 2.166331, 0.039858, 0.125514, 0.345669, 0.351267, 0.000000, 1.263566, 0.000000, 2.236770, 0.000000, 0.072087
1.280657, 2.091131, 0.010071, 0.189547, 0.514259, 0.520359, 0.000000, 1.280657, 0.000000, 2.236770, 0.000000, 0.072087
1.295550, 2.011658, -0.020570, 0.254325, 0.679619, 0.684691, 0.000000, 1.295550, 0.000000, 2.236770, -0.020570, 0.072087
1.305194, 1.935238, -0.049747, 0.319584, 0.841641, 0.844226, 0.000000, 1.305194, 0.000000, 2.236770, -0.049747, 0.072087
1.314595, 1.819996, -0.086492, 0.385314, 0.998370, 0.996631, 0.000000, 1.314595, 0.000000, 2.236770, -0.086492, 0.072087
1.325215, 1.705732, -0.122383, 0.451575, 1.149918, 1.142059, 0.000000, 1.325215, 0.000000, 2.236770, -0.122383, 0.072087
1.334005, 1.549228, -0.169505, 0.518275, 1.294079, 1.277745, 0.000000, 1.334005, 0.000000, 2.236770, -0.169505, 0.072087
1.282732, 0.630715, -0.410120, 0.582412, 1.389752, 1.352912, 0.000000, 1.334005, 0.000000, 2.236770, -0.410120, 0.072087
1.226332, 0.106391, -0.573216, 0.643728, 1.456388, 1.390887, 0.000000, 1.334005, 0.000000, 2.236770, -0.573216, 0.072087
1.159067, -0.428554, -0.767198, 0.701682, 1.492913, 1.389053, 0.000000, 1.334005, -0.428554, 2.236770, -0.767198, 0.072087
1.124397, -0.845327, -0.974608, 0.757901, 1.506867, 1.354276, 0.000000, 1.334005, -0.845327, 2.236770, -0.974608, 0.072087
1.108161, -0.944821, -1.022584, 0.813310, 1.515034, 1.311314, 0.000000, 1.334005, -0.944821, 2.236770, -1.022584, 0.072087
1.010377, -1.370506, -1.229872, 0.863828, 1.497027, 1.231814, 0.000000, 1.334005, -1.370506, 2.236770, -1.229872, 0.072087
0.647562, -2.794665, -1.498077, 0.896206, 1.389672, 1.049555, 0.000000, 1.334005, -2.794665, 2.236770, -1.498077, 0.072087
-0.082952, -3.774583, -1.484038, 0.892059, 1.196796, 0.782476, -0.082952, 1.334005, -3.774583, 2.236770, -1.498077, 0.072087
-1.022829, -4.000183, -0.751694, 0.840917, 0.945645, 0.493741, -1.022829, 1.334005, -4.000183, 2.236770, -1.498077, 0.072087
-1.100470, -4.000183, -0.707746, 0.785894, 0.690612, 0.203321, -1.100470, 1.334005, -4.000183, 2.236770, -1.498077, 0.072087
-0.887688, -4.000183, -0.860465, 0.741510, 0.446219, -0.084096, -1.100470, 1.334005, -4.000183, 2.236770, -1.498077, 0.072087
-0.138009, -3.549838, -0.832631, 0.734609, 0.261826, -0.310120, -1.100470, 1.334005, -4.000183, 2.236770, -1.498077, 0.072087
1.215955, -0.166331, -1.026491, 0.733071, 0.140133, -0.486742, -1.100470, 1.334005, -4.000183, 2.166331, -1.498077, 0.039858
1.244888, -0.055728, -1.011475, 0.732137, 0.028096, -0.651346, -1.100470, 1.334005, -4.000183, 2.091131, -1.498077, 0.010071
1.558872, 1.780199, -0.329549, 0.746048, 0.026460, -0.669963, -1.100470, 1.558872, -4.000183, 2.011658, -1.498077, -0.020570
1.580358, 3.819020, 0.530001, 0.760288, 0.131069, -0.537826, -1.100470, 1.580358, -4.000183, 3.819020, -1.498077, 0.530001
1.182873, 4.000183, 1.579015, 0.754172, 0.228200, -0.359256, -1.100470, 1.580358, -4.000183, 4.000183, -1.498077, 1.579015
0.937496, 4.000183, 1.611732, 0.735317, 0.318355, -0.184191, -1.100470, 1.580358, -4.000183, 4.000183, -1.498077, 1.611732
0.815907, 3.994445, 1.136971, 0.709852, 0.407325, -0.032253, -1.100470, 1.580358, -4.000183, 4.000183, -1.498077, 1.611732
0.886712, 2.536104, 0.260453, 0.687487, 0.434304, 0.016224, -1.100470, 1.580358, -4.000183, 4.000183, -1.498077, 1.611732
0.945309, 0.938595, -0.723006, 0.670616, 0.432827, -0.000897, -1.100470, 1.580358, -4.000183, 4.000183, -1.498077, 1.611732
0.950314, -0.033877, -1.375511, 0.656815, 0.412012, -0.061826, -1.100470, 1.580358, -4.000183, 4.000183, -1.498077, 1.611732
0.801624, -1.402246, -1.767625, 0.638943, 0.345456, -0.178404, -1.100470, 1.580358, -4.000183, 4.000183, -1.767625, 1.611732
0.407679, -2.963254, -1.874321, 0.603107, 0.203723, -0.365122, -1.100470, 1.580358, -4.000183, 4.000183, -1.874321, 1.611732
-0.170359, -4.000183, -1.598547, 0.539181, -0.012971, -0.610614, -1.100470, 1.580358, -4.000183, 4.000183, -1.874321, 1.611732
-0.897577, -4.000183, -1.067387, 0.443783, -0.239852, -0.829372, -1.100470, 1.580358, -4.000183, 4.000183, -1.874321, 1.611732
-1.269914, -4.000183, -0.594702, 0.347909, -0.396002, -0.940353, -1.269914, 1.580358, -4.000183, 4.000183, -1.874321, 1.611732
-1.056888, -4.000183, -0.496551, 0.299213, -0.455979, -0.950955, -1.269914, 1.580358, -4.000183, 4.000183, -1.874321, 1.611732
-0.734603, -3.635171, -0.362388, 0.313624, -0.423317, -0.898828, -1.269914, 1.580358, -4.000183, 4.000183, -1.874321, 1.611732
-0.170604, -2.063663, -0.538668, 0.360117, -0.279997, -0.747055, -1.269914, 1.580358, -4.000183, 4.000183, -1.874321, 1.611732
0.270097, -0.990722, -0.921260, 0.418006, -0.071635, -0.541732, -1.269914, 1.580358, -4.000183, 4.000183, -1.874321, 1.611732
0.697980, 0.057804, -0.980834, 0.459806, 0.150546, -0.326961, -1.269914, 1.580358, -4.000183, 4.000183, -1.874321, 1.611732
0.947751, 1.039065, -0.684673, 0.446396, 0.197406, -0.263010, -1.269914, 1.580358, -4.000183, 4.000183, -1.874321, 1.611732
1.187267, 2.724592, -0.201245, 0.443515, 0.333541, -0.086364, -1.269914, 1.580358, -4.000183, 4.000183, -1.874321, 1.611732
1.302631, 3.998352, 0.380089, 0.430703, 0.431637, 0.047214, -1.269914, 1.580358, -4.000183, 4.000183, -1.874321, 1.611732
1.141122, 4.000183, 0.721663, 0.408741, 0.418733, 0.043893, -1.269914, 1.302631, -4.000183, 4.000183, -1.874321, 1.611732
0.984740, 4.000183, 0.863029, 0.398834, 0.408826, -0.001813, -1.269914, 1.302631, -4.000183, 4.000183, -1.874321, 1.611732
0.861320, 3.765306, 0.463712, 0.395025, 0.393274, -0.074766, -1.269914, 1.302631, -4.000183, 4.000183, -1.874321, 1.136971
0.853507, 3.647134, 0.438686, 0.396905, 0.377788, -0.125166, -1.269914, 1.302631, -4.000183, 4.000183, -1.874321, 0.863029
0.626076, 1.591467, -0.112495, 0.383874, 0.317524, -0.204077, -1.269914, 1.302631, -4.000183, 4.000183, -1.874321, 0.863029
0.592993, 0.925899, -0.424159, 0.366258, 0.299274, -0.207386, -1.269914, 1.302631, -4.000183, 4.000183, -1.874321, 0.863029
0.542941, 0.424892, -0.707868, 0.345889, 0.301844, -0.171434, -1.269914, 1.302631, -4.000183, 4.000183, -1.874321, 0.863029
0.446133, -0.844595, -1.286394, 0.328115, 0.311952, -0.137264, -1.269914, 1.302631, -4.000183, 4.000183, -1.874321, 0.863029
0.327474, -1.569249, -1.495758, 0.324104, 0.377642, -0.052646, -1.269914, 1.302631, -4.000183, 4.000183, -1.598547, 0.863029
0.300861, -1.700726, -1.518220, 0.347665, 0.516175, 0.089904, -1.269914, 1.302631, -4.000183, 4.000183, -1.518220, 0.863029
0.072087, -2.536715, -1.557163, 0.396149, 0.637832, 0.187072, -1.269914, 1.302631, -4.000183, 4.000183, -1.557163, 0.863029
-1.561924, -4.000183, -0.664774, 0.381548, 0.623232, 0.168968, -1.561924, 1.302631, -4.000183, 4.000183, -1.557163, 0.863029
-2.025697, -4.000183, -0.263627, 0.333108, 0.574791, 0.132174, -2.025697, 1.302631, -4.000183, 4.000183, -1.557163, 0.863029
-1.537997, -4.000183, -0.152658, 0.292938, 0.516371, 0.084240, -2.025697, 1.302631, -4.000183, 4.000183, -1.557163, 0.863029
-0.583837, -2.862663, -0.268388, 0.272276, 0.455759, 0.037142, -2.025697, 1.302631, -4.000183, 4.000183, -1.557163, 0.863029
0.161326, -1.410181, -0.612281, 0.266838, 0.429348, 0.026180, -2.025697, 1.302631, -4.000183, 4.000183, -1.557163, 0.863029
1.585485, 2.330281, -0.750717, 0.311213, 0.587347, 0.195685, -2.025697, 1.585485, -4.000183, 4.000183, -1.557163, 0.863029
1.832448, 4.000183, -0.292559, 0.355448, 0.779637, 0.407581, -2.025697, 1.832448, -4.000183, 4.000183, -1.557163, 0.863029
1.655069, 4.000061, 0.504730, 0.378838, 0.866801, 0.530043, -2.025697, 1.832448, -4.000183, 4.000183, -1.557163, 0.863029
1.295550, 4.000183, 1.170177, 0.378484, 0.866539, 0.569285, -2.025697, 1.832448, -4.000183, 4.000183, -1.557163, 1.170177
1.307758, 4.000183, 0.883782, 0.386816, 0.874870, 0.585723, -2.025697, 1.832448, -4.000183, 4.000183, -1.557163, 1.170177
1.290301, 4.000183, 0.506073, 0.402094, 0.890148, 0.583153, -2.025697, 1.832448, -4.000183, 4.000183, -1.557163, 1.170177
1.134774, 2.354453, -0.081121, 0.415766, 0.833278, 0.499042, -2.025697, 1.832448, -4.000183, 4.000183, -1.557163, 1.170177
0.983397, 1.469999, -0.367881, 0.422261, 0.730916, 0.356351, -2.025697, 1.832448, -4.000183, 4.000183, -1.557163, 1.170177
0.807483, 0.497162, -0.862296, 0.431331, 0.685271, 0.273216, -2.025697, 1.832448, -4.000183, 4.000183, -1.557163, 1.170177
0.634499, -1.208753, -1.704877, 0.433407, 0.580614, 0.104523, -2.025697, 1.832448, -4.000183, 4.000183, -1.704877, 1.170177
0.431118, -2.186962, -1.859427, 0.427815, 0.444430, -0.089239, -2.025697, 1.832448, -4.000183, 4.000183, -1.859427, 1.170177
-0.809437, -3.999695, -1.169810, 0.365037, 0.223897, -0.303943, -2.025697, 1.832448, -4.000183, 4.000183, -1.859427, 1.170177
-1.089239, -4.000183, -0.969725, 0.294201, 0.031514, -0.470024, -2.025697, 1.832448, -4.000183, 4.000183, -1.859427, 1.170177
-2.124336, -4.000183, 0.017640, 0.172941, -0.204718, -0.629463, -2.124336, 1.832448, -4.000183, 4.000183, -1.859427, 1.170177
-1.469267, -4.000183, -0.157908, 0.095874, -0.354960, -0.709742, -2.124336, 1.832448, -4.000183, 4.000183, -1.859427, 1.170177
-0.812244, -3.091436, -0.284746, 0.133358, -0.272038, -0.607819, -2.124336, 1.832448, -4.000183, 4.000183, -1.859427, 1.170177
