gx,gy,gz,avgx,avgy,avgz,minx,maxx,miny,maxy,minz,maxz,,,,,,,,,,,
0.005799,0.976073,0.196484,0.006659,0.979839,1.173192,0.002747,0.009339,0.966917,0.979979,0.188427,0.196484,,,,,,,,,,,
0.008362,0.966917,0.190624,0.006775,0.979546,1.172673,0.002747,0.009339,0.966917,0.979979,0.188427,0.196484,,,,,,,,,,,
0.007264,0.969847,0.194165,0.006708,0.979357,1.172685,0.002747,0.009339,0.966917,0.979979,0.188427,0.196484,,,,,,,,,,,
0.009461,0.970823,0.19392,0.006769,0.978997,1.17227,0.002747,0.009461,0.966917,0.979979,0.188427,0.196484,,,,,,,,,,,
0.008362,0.973509,0.19392,0.006873,0.979003,1.172343,0.002747,0.009461,0.966917,0.979979,0.188427,0.196484,,,,,,,,,,,
0.004334,0.975096,0.192944,0.006952,0.979094,1.172459,0.003845,0.009461,0.966917,0.979979,0.188427,0.196484,,,,,,,,,,,
0.006653,0.970579,0.191723,0.006836,0.978905,1.172209,0.003845,0.009461,0.966917,0.979979,0.188427,0.196484,,,,,,,,,,,
0.00763,0.968626,0.188915,0.006751,0.978643,1.171611,0.003845,0.009461,0.966917,0.979979,0.188427,0.196484,,,,,,,,,,,
0.009339,0.974242,0.18977,0.006818,0.978844,1.171562,0.003845,0.009461,0.966917,0.979979,0.188427,0.196484,,,,,,,,,,,
0.007386,0.972288,0.193188,0.00694,0.9791,1.171879,0.003845,0.009461,0.966917,0.979979,0.188427,0.196484,,,,,,,,,,,
0.004944,0.973265,0.18916,0.00694,0.979418,1.172233,0.003845,0.009461,0.966917,0.979979,0.188671,0.196484,,,,,,,,,,,
0.006897,0.9718,0.194043,0.007093,0.979631,1.172453,0.004334,0.009461,0.966917,0.979979,0.188671,0.196484,,,,,,,,,,,
0.0047,0.970213,0.197583,0.007026,0.979515,1.17249,0.004334,0.009461,0.966917,0.979979,0.188671,0.197583,,,,,,,,,,,
0.005432,0.977904,0.195141,0.00694,0.979692,1.17299,0.004334,0.009461,0.966917,0.979979,0.188915,0.197583,,,,,,,,,,,
0.006775,0.964842,0.195141,0.006849,0.979192,1.172569,0.004334,0.009461,0.964842,0.979979,0.188915,0.197583,,,,,,,,,,,
0.008484,0.972655,0.191113,0.006934,0.978911,1.172032,0.004334,0.009461,0.964842,0.977904,0.188915,0.197583,,,,,,,,,,,
0.00702,0.969725,0.1927,0.006922,0.978893,1.171995,0.004334,0.009461,0.964842,0.977904,0.188915,0.197583,,,,,,,,,,,
0.005799,0.975707,0.196484,0.006891,0.978997,1.172209,0.004334,0.009461,0.964842,0.977904,0.188915,0.197583,,,,,,,,,,,
0.007142,0.972166,0.193676,0.006952,0.979027,1.172136,0.004334,0.009461,0.964842,0.977904,0.188915,0.197583,,,,,,,,,,,
0.006653,0.98059,0.193066,0.006922,0.979265,1.172453,0.004334,0.009461,0.964842,0.98059,0.188915,0.197583,,,,,,,,,,,
0.006531,0.972166,0.193798,0.006958,0.979106,1.17216,0.004334,0.009461,0.964842,0.98059,0.188915,0.197583,,,,,,,,,,,
0.006897,0.97534,0.194531,0.006885,0.979454,1.172703,0.004334,0.009461,0.964842,0.98059,0.188915,0.197583,,,,,,,,,,,
0.005921,0.974608,0.192211,0.006818,0.979625,1.172777,0.004334,0.009461,0.964842,0.98059,0.188915,0.197583,,,,,,,,,,,
0.005921,0.975218,0.192944,0.006641,0.979668,1.172771,0.004334,0.009339,0.964842,0.98059,0.188915,0.197583,,,,,,,,,,,
0.008729,0.969725,0.1927,0.006659,0.979497,1.172539,0.004334,0.009339,0.964842,0.98059,0.188915,0.197583,,,,,,,,,,,
0.003113,0.970091,0.192089,0.006598,0.979186,1.172185,0.003113,0.009339,0.964842,0.98059,0.188915,0.197583,,,,,,,,,,,
0.005799,0.976561,0.194165,0.006556,0.979442,1.172563,0.003113,0.009339,0.964842,0.98059,0.188915,0.197583,,,,,,,,,,,
0.005188,0.971922,0.193554,0.006433,0.979485,1.172838,0.003113,0.009339,0.964842,0.98059,0.18916,0.197583,,,,,,,,,,,
0.009583,0.976439,0.192211,0.006446,0.979607,1.173082,0.003113,0.009583,0.964842,0.98059,0.18916,0.197583,,,,,,,,,,,
0.007996,0.972899,0.193554,0.006476,0.979668,1.173161,0.003113,0.009583,0.964842,0.98059,0.18916,0.197583,,,,,,,,,,,
0.006043,0.967894,0.189892,0.006531,0.979454,1.172984,0.003113,0.009583,0.964842,0.98059,0.189892,0.197583,,,,,,,,,,,
0.006653,0.971922,0.196362,0.006519,0.979448,1.173094,0.003113,0.009583,0.964842,0.98059,0.189892,0.197583,,,,,,,,,,,
0.008118,0.973265,0.191113,0.00669,0.979772,1.173094,0.003113,0.009583,0.964842,0.98059,0.189892,0.196484,,,,,,,,,,,
0.006775,0.975829,0.190258,0.006757,0.979735,1.172813,0.003113,0.009583,0.964842,0.98059,0.189892,0.196484,,,,,,,,,,,
0.005432,0.97412,0.191235,0.00669,0.980132,1.173015,0.003113,0.009583,0.967894,0.98059,0.189892,0.196484,,,,,,,,,,,
0.007508,0.96826,0.194043,0.006641,0.979863,1.172893,0.003113,0.009583,0.967894,0.98059,0.189892,0.196484,,,,,,,,,,,
0.00702,0.973387,0.190136,0.006641,0.980046,1.172948,0.003113,0.009583,0.967894,0.98059,0.189892,0.196484,,,,,,,,,,,
0.003479,0.972288,0.19331,0.006525,0.97976,1.172502,0.003113,0.009583,0.967894,0.98059,0.189892,0.196362,,,,,,,,,,,
0.006409,0.975462,0.195752,0.006488,0.979888,1.172734,0.003113,0.009583,0.967894,0.98059,0.189892,0.196362,,,,,,,,,,,
0.003113,0.977171,0.193432,0.006311,0.97954,1.172404,0.003113,0.009583,0.967894,0.977171,0.189892,0.196362,,,,,,,,,,,
0.002503,0.977416,0.191967,0.00611,0.979601,1.172374,0.002503,0.009583,0.967894,0.977416,0.189892,0.196362,,,,,,,,,,,
0.004822,0.972899,0.191479,0.006006,0.979375,1.171995,0.002503,0.009583,0.967894,0.977416,0.189892,0.196362,,,,,,,,,,,
0.002625,0.973265,0.192211,0.005841,0.979143,1.171763,0.002503,0.009583,0.967894,0.977416,0.189892,0.196362,,,,,,,,,,,
0.006653,0.975707,0.192211,0.005878,0.979204,1.171788,0.002503,0.009583,0.967894,0.977416,0.189892,0.196362,,,,,,,,,,,
0.010193,0.971068,0.192822,0.005951,0.979344,1.171934,0.002503,0.010193,0.967894,0.977416,0.189892,0.196362,,,,,,,,,,,
0.006775,0.971556,0.193798,0.006134,0.979601,1.172276,0.002503,0.010193,0.967894,0.977416,0.189892,0.196362,,,,,,,,,,,
0.007996,0.975584,0.195019,0.006244,0.979662,1.17238,0.002503,0.010193,0.967894,0.977416,0.189892,0.196362,,,,,,,,,,,
0.006897,0.974974,0.193066,0.00633,0.9799,1.172593,0.002503,0.010193,0.967894,0.977416,0.189892,0.196362,,,,,,,,,,,
0.0047,0.974608,0.190258,0.006086,0.979564,1.17216,0.002503,0.010193,0.967894,0.977416,0.189892,0.196362,,,,,,,,,,,
0.005921,0.972899,0.194043,0.005982,0.97946,1.172081,0.002503,0.010193,0.967894,0.977416,0.189892,0.196362,,,,,,,,,,,
0.009583,0.973143,0.194653,0.006159,0.9799,1.172758,0.002503,0.010193,0.96826,0.977416,0.190136,0.196362,,,,,,,,,,,
0.005432,0.967527,0.192333,0.006098,0.979619,1.172276,0.002503,0.010193,0.967527,0.977416,0.190136,0.195752,,,,,,,,,,,
0.005188,0.9718,0.193798,0.005951,0.979399,1.172191,0.002503,0.010193,0.967527,0.977416,0.190136,0.195752,,,,,,,,,,,
0.005921,0.978026,0.1927,0.005909,0.979466,1.17238,0.002503,0.010193,0.967527,0.978026,0.190136,0.195752,,,,,,,,,,,
0.00702,0.972044,0.192089,0.005988,0.979442,1.172398,0.002503,0.010193,0.967527,0.978026,0.190136,0.195752,,,,,,,,,,,
0.009583,0.970701,0.191479,0.006092,0.979668,1.172496,0.002503,0.010193,0.967527,0.978026,0.190136,0.195752,,,,,,,,,,,
0.006897,0.966307,0.190014,0.006086,0.979308,1.172129,0.002503,0.010193,0.966307,0.978026,0.190014,0.195752,,,,,,,,,,,
0.007508,0.970091,0.191113,0.006287,0.979399,1.172111,0.002503,0.010193,0.966307,0.978026,0.190014,0.195752,,,,,,,,,,,
0.00702,0.973875,0.195141,0.006318,0.979351,1.172032,0.002503,0.010193,0.966307,0.978026,0.190014,0.195141,,,,,,,,,,,
0.008606,0.977782,0.19331,0.006592,0.979656,1.172331,0.002503,0.010193,0.966307,0.978026,0.190014,0.195141,,,,,,,,,,,
0.005432,0.966062,0.193554,0.006739,0.979235,1.171989,0.002625,0.010193,0.966062,0.978026,0.190014,0.195141,,,,,,,,,,,
0.011658,0.966795,0.195141,0.00708,0.979271,1.172209,0.002625,0.011658,0.966062,0.978026,0.190014,0.195141,,,,,,,,,,,
0.000305,0.978148,0.185863,0.006964,0.979399,1.17202,0.000305,0.011658,0.966062,0.978148,0.185863,0.195141,,,,,,,,,,,
0.010438,0.998657,0.202832,0.007154,0.980736,1.173887,0.000305,0.011658,0.966062,0.998657,0.185863,0.202832,,,,,,,,,,,
0.010071,0.980834,0.192944,0.007148,0.981218,1.174376,0.000305,0.011658,0.966062,0.998657,0.185863,0.202832,,,,,,,,,,,
0.007386,0.973753,0.190624,0.007178,0.981359,1.174357,0.000305,0.011658,0.966062,0.998657,0.185863,0.202832,,,,,,,,,,,
0.005188,0.976561,0.19856,0.007038,0.981267,1.174443,0.000305,0.011658,0.966062,0.998657,0.185863,0.202832,,,,,,,,,,,
0.007264,0.971312,0.195508,0.007056,0.981102,1.1744,0.000305,0.011658,0.966062,0.998657,0.185863,0.202832,,,,,,,,,,,
0.006775,0.979369,0.194409,0.00716,0.981444,1.17495,0.000305,0.011658,0.966062,0.998657,0.185863,0.202832,,,,,,,,,,,
0.006897,0.969114,0.190502,0.007209,0.981304,1.174632,0.000305,0.011658,0.966062,0.998657,0.185863,0.202832,,,,,,,,,,,
0.007752,0.971922,0.196606,0.007117,0.981151,1.174577,0.000305,0.011658,0.966062,0.998657,0.185863,0.202832,,,,,,,,,,,
0.006897,0.973631,0.191235,0.00719,0.981529,1.174901,0.000305,0.011658,0.966062,0.998657,0.185863,0.202832,,,,,,,,,,,
0.007996,0.979247,0.1927,0.007331,0.982042,1.175358,0.000305,0.011658,0.966062,0.998657,0.185863,0.202832,,,,,,,,,,,
0.00409,0.965696,0.192944,0.007239,0.981334,1.174663,0.000305,0.011658,0.965696,0.998657,0.185863,0.202832,,,,,,,,,,,
0.005555,0.981322,0.193066,0.007166,0.981725,1.175102,0.000305,0.011658,0.965696,0.998657,0.185863,0.202832,,,,,,,,,,,
0.006775,0.976195,0.193188,0.007026,0.981859,1.175322,0.000305,0.011658,0.965696,0.998657,0.185863,0.202832,,,,,,,,,,,
0.004944,0.976927,0.194531,0.006928,0.982293,1.175981,0.000305,0.011658,0.965696,0.998657,0.185863,0.202832,,,,,,,,,,,
0.013001,0.969725,0.195996,0.007202,0.982549,1.176482,0.000305,0.013001,0.965696,0.998657,0.185863,0.202832,,,,,,,,,,,
0.007996,0.972166,0.189526,0.007251,0.982512,1.176164,0.000305,0.013001,0.965696,0.998657,0.185863,0.202832,,,,,,,,,,,
0.003601,0.970823,0.190624,0.007001,0.981914,1.175432,0.000305,0.013001,0.965696,0.998657,0.185863,0.202832,,,,,,,,,,,
0.007386,0.970701,0.192333,0.007099,0.982244,1.1757,0.000305,0.013001,0.965696,0.998657,0.185863,0.202832,,,,,,,,,,,
0.006409,0.970579,0.193188,0.006836,0.98217,1.175529,0.000305,0.013001,0.965696,0.998657,0.185863,0.202832,,,,,,,,,,,
