gx,gy,gz,avgx,avgy,avgz,minx,maxx,miny,maxy,minz,maxz,,,,,,,,,,
0.183666,0.126656,-0.950925,0.053874,0.339452,0.027912,-0.038516,0.309284,-0.124336,1.411524,-1.116462,0,,,,,,,,,,
0.153024,-0.070134,-1.087896,0.055404,0.340281,0.017862,-0.038516,0.309284,-0.124336,1.411524,-1.116462,0,,,,,,,,,,
0.124336,-0.137154,-1.053226,0.056648,0.340153,0.007201,-0.038516,0.309284,-0.137154,1.411524,-1.116462,0,,,,,,,,,,
0.091009,-0.173534,-1.048465,0.057558,0.339327,-0.004109,-0.038516,0.309284,-0.173534,1.411524,-1.116462,0,,,,,,,,,,
0.084417,-0.222365,-1.080938,0.058402,0.337948,-0.016297,-0.038516,0.309284,-0.222365,1.411524,-1.116462,0,,,,,,,,,,
0.081731,-0.162547,-1.042483,0.059219,0.33714,-0.02753,-0.038516,0.309284,-0.222365,1.411524,-1.116462,0,,,,,,,,,,
0.013734,-0.092596,-0.981444,0.059357,0.336351,-0.038133,-0.038516,0.309284,-0.222365,1.411524,-1.116462,0,,,,,,,,,,
0.054874,-0.165354,-1.006592,0.059905,0.335246,-0.049304,-0.038516,0.309284,-0.222365,1.411524,-1.116462,0,,,,,,,,,,
0.059391,-0.293414,-1.039675,0.060499,0.332906,-0.062041,-0.038516,0.309284,-0.293414,1.411524,-1.116462,0,,,,,,,,,,
-0.042178,-0.461271,-1.172862,0.060078,0.327872,-0.078804,-0.042178,0.309284,-0.461271,1.411524,-1.172862,0,,,,,,,,,,
-0.05463,-0.488006,-1.19093,0.059531,0.322445,-0.09614,-0.05463,0.309284,-0.488006,1.411524,-1.19093,0,,,,,,,,,,
-0.098089,-0.621681,-1.296283,0.05855,0.315247,-0.1163,-0.098089,0.309284,-0.621681,1.411524,-1.296283,0,,,,,,,,,,
-0.036318,-0.841177,-1.470122,0.058187,0.306473,-0.139777,-0.098089,0.309284,-0.841177,1.411524,-1.470122,0,,,,,,,,,,
-0.060001,-0.636819,-1.472319,0.057587,0.299504,-0.161468,-0.098089,0.309284,-0.841177,1.411524,-1.472319,0,,,,,,,,,,
-0.071599,-0.433681,-1.430446,0.056871,0.294452,-0.180825,-0.098089,0.309284,-0.841177,1.411524,-1.472319,0,,,,,,,,,,
-0.089422,-0.440518,-1.476714,0.055977,0.289152,-0.200892,-0.098089,0.309284,-0.841177,1.411524,-1.476714,0,,,,,,,,,,
-0.075383,-0.468718,-1.496124,0.055223,0.283711,-0.221294,-0.098089,0.309284,-0.841177,1.411524,-1.496124,0,,,,,,,,,,
-0.068669,-0.630959,-1.48294,0.054536,0.276715,-0.24312,-0.098089,0.309284,-0.841177,1.411524,-1.496124,0,,,,,,,,,,
-0.083684,-0.441616,-1.204114,0.0537,0.271462,-0.260414,-0.098089,0.309284,-0.841177,1.411524,-1.496124,0,,,,,,,,,,
-0.06171,-0.260575,-1.198376,0.053082,0.268239,-0.27562,-0.098089,0.309284,-0.841177,1.411524,-1.496124,0,,,,,,,,,,
-0.030703,-0.188915,-1.193005,0.052775,0.266043,-0.289747,-0.098089,0.309284,-0.841177,1.411524,-1.496124,0,,,,,,,,,,
-0.007874,-0.127144,-1.190075,0.052697,0.264693,-0.302998,-0.098089,0.309284,-0.841177,1.411524,-1.496124,0,,,,,,,,,,
0.006409,-0.157663,-1.197034,0.052761,0.26318,-0.316481,-0.098089,0.309284,-0.841177,1.411524,-1.496124,0,,,,,,,,,,
0.000427,-0.125435,-1.105841,0.052765,0.26193,-0.328789,-0.098089,0.309284,-0.841177,1.411524,-1.496124,0,,,,,,,,,,
-0.00763,-0.084173,-1.00354,0.052689,0.261012,-0.339742,-0.098089,0.309284,-0.841177,1.411524,-1.496124,0,,,,,,,,,,
-0.023256,0.025819,-0.857901,0.052456,0.261038,-0.348296,-0.098089,0.309284,-0.841177,1.411524,-1.496124,0,,,,,,,,,,
-0.034121,0.084783,-0.91186,0.052115,0.261544,-0.356908,-0.098089,0.309284,-0.841177,1.411524,-1.496124,0,,,,,,,,,,
-0.030947,0.108832,-0.974974,0.051806,0.262323,-0.365879,-0.098089,0.309284,-0.841177,1.411524,-1.496124,0,,,,,,,,,,
-0.008973,0.121528,-1.026003,0.051716,0.263449,-0.375013,-0.098089,0.309284,-0.841177,1.411524,-1.496124,0,,,,,,,,,,
0.014222,0.142038,-0.973875,0.051858,0.265011,-0.383189,-0.098089,0.309284,-0.841177,1.411524,-1.496124,0,,,,,,,,,,
-0.018006,0.3149,-0.711652,0.051678,0.26798,-0.387337,-0.098089,0.309284,-0.841177,1.411524,-1.496124,0,,,,,,,,,,
0.176952,0.440762,-0.923457,0.053447,0.274157,-0.390394,-0.098089,0.309284,-0.841177,1.411524,-1.496124,0,,,,,,,,,,
-0.007508,0.655252,-0.888909,0.053372,0.280635,-0.392806,-0.098089,0.309284,-0.841177,1.411524,-1.496124,0,,,,,,,,,,
0.077825,0.614967,-0.857779,0.054151,0.287563,-0.394456,-0.098089,0.309284,-0.841177,1.411524,-1.496124,0,,,,,,,,,,
0.060978,0.481902,-0.962888,0.05476,0.292991,-0.398656,-0.098089,0.309284,-0.841177,1.411524,-1.496124,0,,,,,,,,,,
-0.022279,0.36019,-0.91186,0.054538,0.296371,-0.404395,-0.098089,0.309284,-0.841177,1.411524,-1.496124,0,,,,,,,,,,
0.010804,0.449673,-0.71678,0.054646,0.300975,-0.406958,-0.098089,0.309284,-0.841177,1.411524,-1.496124,0,,,,,,,,,,
-0.092718,0.456021,-0.527925,0.053718,0.304608,-0.408605,-0.098089,0.309284,-0.841177,1.411524,-1.496124,0,,,,,,,,,,
-0.19624,0.44064,-0.634011,0.051756,0.307052,-0.412501,-0.19624,0.309284,-0.841177,1.411524,-1.496124,0,,,,,,,,,,
-0.16804,0.344198,-0.806263,0.050076,0.308814,-0.418802,-0.19624,0.309284,-0.841177,1.411524,-1.496124,0,,,,,,,,,,
-0.156443,0.33492,-0.909418,0.048511,0.310599,-0.426111,-0.19624,0.309284,-0.841177,1.411524,-1.496124,0,,,,,,,,,,
-0.143136,0.338094,-0.962644,0.04708,0.312548,-0.433788,-0.19624,0.309284,-0.841177,1.411524,-1.496124,0,,,,,,,,,,
-0.154734,0.467131,-0.845816,0.045533,0.315672,-0.439122,-0.19624,0.309284,-0.841177,1.411524,-1.496124,0,,,,,,,,,,
-0.185375,0.524629,-0.781725,0.043679,0.319065,-0.443547,-0.19624,0.309284,-0.841177,1.411524,-1.496124,0,,,,,,,,,,
-0.137887,0.552463,-0.836904,0.0423,0.323211,-0.44777,-0.19624,0.309284,-0.841177,1.411524,-1.496124,0,,,,,,,,,,
-0.122139,0.559543,-0.853507,0.041079,0.327585,-0.451931,-0.19624,0.309284,-0.841177,1.411524,-1.496124,0,,,,,,,,,,
-0.081121,0.545382,-0.805896,0.040267,0.332227,-0.455348,-0.19624,0.309284,-0.841177,1.411524,-1.496124,0,,,,,,,,,,
-0.152414,0.509492,-0.801624,0.038743,0.335798,-0.459793,-0.19624,0.309284,-0.841177,1.411524,-1.496124,0,,,,,,,,,,
-0.222365,0.469084,-0.752915,0.03652,0.338265,-0.464855,-0.222365,0.309284,-0.841177,1.411524,-1.496124,0,,,,,,,,,,
-0.249954,0.442349,-0.709089,0.03402,0.340189,-0.470022,-0.249954,0.309284,-0.841177,1.411524,-1.496124,0,,,,,,,,,,
-0.194653,0.435024,-0.71092,0.032073,0.342593,-0.474727,-0.249954,0.309284,-0.841177,1.411524,-1.496124,0,,,,,,,,,,
-0.185253,0.431118,-0.715315,0.030221,0.345052,-0.479422,-0.249954,0.309284,-0.841177,1.411524,-1.496124,0,,,,,,,,,,
-0.134713,0.453092,-0.74559,0.028874,0.348235,-0.483694,-0.249954,0.309284,-0.841177,1.411524,-1.496124,0,,,,,,,,,,
-0.149728,0.493988,-0.726912,0.027377,0.351678,-0.487521,-0.249954,0.309284,-0.841177,1.411524,-1.496124,0,,,,,,,,,,
-0.114448,0.477019,-0.63218,0.026232,0.355304,-0.490217,-0.249954,0.309284,-0.841177,1.411524,-1.496124,0,,,,,,,,,,
-0.126411,0.531588,-0.580052,0.024968,0.359355,-0.491965,-0.249954,0.309284,-0.841177,1.411524,-1.496124,0,,,,,,,,,,
-0.094305,0.589697,-0.541598,0.024025,0.364309,-0.492428,-0.249954,0.309284,-0.841177,1.411524,-1.496124,-0.363242,,,,,,,,,,
-0.025575,0.556491,-0.567112,0.023925,0.358133,-0.500515,-0.249954,0.309284,-0.841177,1.411524,-1.496124,-0.363242,,,,,,,,,,
0.023378,0.471525,-0.607642,0.024356,0.351546,-0.509339,-0.249954,0.309284,-0.841177,1.411524,-1.496124,-0.363242,,,,,,,,,,
-0.035342,0.583715,-0.398889,0.024248,0.3455,-0.515442,-0.249954,0.309284,-0.841177,1.411524,-1.496124,-0.363242,,,,,,,,,,
-0.318928,0.761826,-0.522432,0.021304,0.338371,-0.523853,-0.318928,0.309284,-0.841177,1.411524,-1.496124,-0.363242,,,,,,,,,,
-0.657084,1.050052,-0.67039,0.014997,0.330797,-0.53417,-0.657084,0.309284,-0.841177,1.411524,-1.496124,-0.363242,,,,,,,,,,
-0.390832,1.228774,-0.532076,0.011367,0.327731,-0.538597,-0.657084,0.309284,-0.841177,1.411524,-1.496124,-0.363242,,,,,,,,,,
0.0235,1.527132,-0.457609,0.011879,0.33181,-0.535147,-0.657084,0.309284,-0.841177,1.527132,-1.496124,-0.363242,,,,,,,,,,
0.143502,1.497345,-0.567967,0.0137,0.337092,-0.531552,-0.657084,0.309284,-0.841177,1.527132,-1.496124,-0.363242,,,,,,,,,,
0.143991,1.47647,-0.591406,0.015522,0.342284,-0.528168,-0.657084,0.309284,-0.841177,1.527132,-1.496124,-0.363242,,,,,,,,,,
0.245926,1.312885,-0.745712,0.018358,0.346899,-0.526877,-0.657084,0.309284,-0.841177,1.527132,-1.496124,-0.363242,,,,,,,,,,
0.1739,1.336202,-0.776598,0.020433,0.350646,-0.526864,-0.657084,0.309284,-0.841177,1.527132,-1.496124,-0.363242,,,,,,,,,,
0.111518,1.372825,-0.732406,0.021713,0.352845,-0.528342,-0.657084,0.309284,-0.841177,1.527132,-1.496124,-0.363242,,,,,,,,,,
0.022523,1.477324,-0.62693,0.022029,0.354571,-0.529252,-0.657084,0.309284,-0.841177,1.527132,-1.496124,-0.364097,,,,,,,,,,
-0.03229,1.512849,-0.58579,0.021777,0.355971,-0.530069,-0.657084,0.309284,-0.841177,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.054386,1.484282,-0.547091,0.020292,0.355213,-0.532102,-0.657084,0.309284,-0.841177,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.02057,1.258072,-0.64805,0.018718,0.352652,-0.53608,-0.657084,0.309284,-0.841177,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.048648,1.182262,-0.675273,0.016438,0.349457,-0.540543,-0.657084,0.309284,-0.841177,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.125435,1.074712,-0.598364,0.012605,0.345356,-0.544335,-0.657084,0.309284,-0.841177,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.149728,1.068852,-0.578343,0.008418,0.341038,-0.548118,-0.657084,0.309284,-0.841177,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.144113,1.002442,-0.591528,0.004276,0.336097,-0.553035,-0.657084,0.309284,-0.841177,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.071354,0.882439,-0.612891,0.00072,0.333209,-0.555394,-0.657084,0.309284,-0.841177,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.044986,0.774767,-0.73619,-0.002822,0.331309,-0.556745,-0.657084,0.30025,-0.841177,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.057071,0.77147,-0.708112,-0.006396,0.330064,-0.557164,-0.657084,0.250443,-0.841177,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.111274,0.788805,-0.625343,-0.010013,0.328057,-0.558428,-0.657084,0.248001,-0.841177,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.129463,0.813587,-0.536715,-0.013281,0.326381,-0.558552,-0.657084,0.248001,-0.841177,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.123237,0.821766,-0.509247,-0.016705,0.326593,-0.55518,-0.657084,0.248001,-0.841177,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.059757,0.764024,-0.585668,-0.019573,0.329387,-0.54844,-0.657084,0.248001,-0.841177,1.527132,-1.496124,-0.398889,,,,,,,,,,
0.033877,0.662943,-0.720564,-0.021714,0.333156,-0.541578,-0.657084,0.245926,-0.841177,1.527132,-1.496124,-0.398889,,,,,,,,,,
0.028139,0.52231,-0.815418,-0.023863,0.335843,-0.536828,-0.657084,0.245926,-0.841177,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.012879,0.435024,-0.816517,-0.026082,0.337242,-0.53346,-0.657084,0.245926,-0.841177,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.048526,0.474699,-0.754013,-0.02845,0.338475,-0.529932,-0.657084,0.245926,-0.841177,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.070134,0.506806,-0.705793,-0.030938,0.339476,-0.526418,-0.657084,0.245926,-0.841177,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.090765,0.480071,-0.719709,-0.033643,0.340707,-0.522239,-0.657084,0.245926,-0.841177,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.091986,0.474577,-0.726424,-0.036352,0.342955,-0.51664,-0.657084,0.245926,-0.841177,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.093084,0.469694,-0.733626,-0.038987,0.34546,-0.510856,-0.657084,0.245926,-0.841177,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.079289,0.418422,-0.780748,-0.040845,0.34903,-0.505801,-0.657084,0.245926,-0.841177,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.07697,0.292071,-0.859855,-0.042488,0.35024,-0.50466,-0.657084,0.245926,-0.841177,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.159128,0.302326,-0.729598,-0.045262,0.349391,-0.503319,-0.657084,0.245926,-0.841177,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.058903,0.224196,-0.758774,-0.047339,0.349629,-0.499662,-0.657084,0.245926,-0.841177,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.129952,0.195019,-0.858878,-0.050124,0.349629,-0.497086,-0.657084,0.245926,-0.841177,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.114448,0.170604,-0.813099,-0.052368,0.35023,-0.494284,-0.657084,0.245926,-0.841177,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.089666,0.205396,-0.855216,-0.05426,0.349951,-0.493884,-0.657084,0.245926,-0.841177,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.1175,0.144357,-0.897088,-0.056843,0.347444,-0.496073,-0.657084,0.245926,-0.841177,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.133736,0.133858,-0.938351,-0.060017,0.344342,-0.499049,-0.657084,0.245926,-0.841177,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.159739,-0.011781,-0.968138,-0.063145,0.341798,-0.500396,-0.657084,0.245926,-0.841177,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.099432,-0.207349,-1.031374,-0.065382,0.338859,-0.503117,-0.657084,0.245926,-0.841177,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.134347,-0.274858,-1.106452,-0.067636,0.335592,-0.506963,-0.657084,0.245926,-0.841177,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.147897,-0.203809,-1.091314,-0.069959,0.333454,-0.509205,-0.657084,0.245926,-0.841177,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.2021,-0.056095,-0.957883,-0.072797,0.33168,-0.510132,-0.657084,0.245926,-0.841177,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.223219,0.145211,-0.830922,-0.075167,0.331689,-0.508619,-0.657084,0.245926,-0.841177,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.195263,0.226149,-0.882683,-0.077668,0.333103,-0.505966,-0.657084,0.245926,-0.841177,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.158152,0.015809,-1.099615,-0.079844,0.334019,-0.505649,-0.657084,0.245926,-0.841177,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.257401,-0.259232,-1.22328,-0.081996,0.333888,-0.506285,-0.657084,0.245926,-0.841177,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.375206,-0.471281,-1.183117,-0.085202,0.330849,-0.509245,-0.657084,0.245926,-0.841177,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.39718,-0.513398,-1.196179,-0.088193,0.328941,-0.510152,-0.657084,0.245926,-0.841177,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.366294,-0.380822,-1.235488,-0.091492,0.330245,-0.506502,-0.657084,0.245926,-0.636819,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.312092,-0.32784,-1.334493,-0.094013,0.330814,-0.504555,-0.657084,0.245926,-0.630959,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.3149,-0.312824,-1.387841,-0.096446,0.329589,-0.505353,-0.657084,0.245926,-0.630959,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.256669,-0.357016,-1.428615,-0.098119,0.328752,-0.50571,-0.657084,0.245926,-0.630959,1.527132,-1.496124,-0.398889,,,,,,,,,,
-0.286211,-0.386559,-1.451444,-0.100227,0.327465,-0.506549,-0.657084,0.245926,-0.630959,1.527132,-1.48294,-0.398889,,,,,,,,,,
-0.303424,-0.473967,-1.438259,-0.102575,0.326687,-0.50688,-0.657084,0.245926,-0.513398,1.527132,-1.451444,-0.398889,,,,,,,,,,
-0.35018,-0.442227,-1.404566,-0.10524,0.324016,-0.511556,-0.657084,0.245926,-0.513398,1.527132,-1.451444,-0.398889,,,,,,,,,,
-0.3525,-0.377159,-1.305927,-0.108147,0.319943,-0.516705,-0.657084,0.245926,-0.513398,1.527132,-1.451444,-0.398889,,,,,,,,,,
-0.372887,-0.356406,-1.236953,-0.111569,0.314846,-0.522241,-0.657084,0.245926,-0.513398,1.527132,-1.451444,-0.398889,,,,,,,,,,
-0.349203,-0.382286,-1.214735,-0.114983,0.308881,-0.528453,-0.657084,0.245926,-0.513398,1.527132,-1.451444,-0.398889,,,,,,,,,,
-0.289507,-0.25911,-1.076787,-0.117942,0.304908,-0.531224,-0.657084,0.245926,-0.513398,1.527132,-1.451444,-0.398889,,,,,,,,,,
-0.268876,-0.159495,-1.060306,-0.120635,0.301874,-0.533802,-0.657084,0.245926,-0.513398,1.527132,-1.451444,-0.398889,,,,,,,,,,
-0.219679,-0.148386,-1.067753,-0.122755,0.299111,-0.537207,-0.657084,0.245926,-0.513398,1.527132,-1.451444,-0.398889,,,,,,,,,,
-0.215528,-0.164744,-1.067021,-0.124678,0.295283,-0.543126,-0.657084,0.245926,-0.513398,1.527132,-1.451444,-0.398889,,,,,,,,,,
-0.228346,-0.107123,-1.014161,-0.12662,0.291422,-0.548011,-0.657084,0.245926,-0.513398,1.527132,-1.451444,-0.398889,,,,,,,,,,
-0.245315,-0.098089,-0.950436,-0.128764,0.287209,-0.551978,-0.657084,0.245926,-0.513398,1.527132,-1.451444,-0.398889,,,,,,,,,,
-0.2397,-0.137276,-0.965818,-0.131071,0.282313,-0.556272,-0.657084,0.245926,-0.513398,1.527132,-1.451444,-0.398889,,,,,,,,,,
-0.159006,-0.191113,-0.995605,-0.132803,0.27725,-0.561553,-0.657084,0.245926,-0.513398,1.527132,-1.451444,-0.398889,,,,,,,,,,
-0.14216,-0.136788,-1.023805,-0.134045,0.271491,-0.570433,-0.657084,0.245926,-0.513398,1.527132,-1.451444,-0.398889,,,,,,,,,,
-0.081121,-0.004578,-1,-0.136626,0.264457,-0.578232,-0.657084,0.245926,-0.513398,1.527132,-1.451444,-0.398889,,,,,,,,,,
-0.067936,0.02643,-0.979003,-0.13723,0.257565,-0.586026,-0.657084,0.245926,-0.513398,1.527132,-1.451444,-0.398889,,,,,,,,,,
-0.071843,0.106635,-0.896844,-0.138727,0.250985,-0.592996,-0.657084,0.245926,-0.513398,1.527132,-1.451444,-0.398889,,,,,,,,,,
-0.063541,0.064884,-0.895501,-0.139972,0.245569,-0.597738,-0.657084,0.245926,-0.513398,1.527132,-1.451444,-0.398889,,,,,,,,,,
-0.015077,0.064518,-0.901605,-0.1399,0.242684,-0.60052,-0.657084,0.245926,-0.513398,1.527132,-1.451444,-0.398889,,,,,,,,,,
0.019716,0.190014,-0.835927,-0.139811,0.240177,-0.604219,-0.657084,0.245926,-0.513398,1.527132,-1.451444,-0.398889,,,,,,,,,,
-0.070134,0.412928,-0.668437,-0.139585,0.239972,-0.605829,-0.657084,0.245926,-0.513398,1.527132,-1.451444,-0.398889,,,,,,,,,,
-0.075505,0.471037,-0.67271,-0.138378,0.241483,-0.604705,-0.657084,0.245926,-0.513398,1.527132,-1.451444,-0.398889,,,,,,,,,,
-0.070622,0.443447,-0.694195,-0.137403,0.24345,-0.601617,-0.657084,0.245926,-0.513398,1.527132,-1.451444,-0.398889,,,,,,,,,,
-0.054141,0.441006,-0.704572,-0.13638,0.245534,-0.597485,-0.657084,0.245926,-0.513398,1.527132,-1.451444,-0.398889,,,,,,,,,,
-0.03351,0.445401,-0.730086,-0.135284,0.247703,-0.59299,-0.657084,0.245926,-0.513398,1.527132,-1.451444,-0.398889,,,,,,,,,,
-0.024477,0.523408,-0.746078,-0.133982,0.249568,-0.590128,-0.657084,0.245926,-0.513398,1.527132,-1.451444,-0.398889,,,,,,,,,,
-0.0423,0.597021,-0.74266,-0.132551,0.251723,-0.587582,-0.657084,0.245926,-0.513398,1.527132,-1.451444,-0.398889,,,,,,,,,,
