      36,   1.008545,   0.123115,  -0.115913
      51,   1.009400,   0.122505,  -0.117134
      67,   1.013184,   0.121406,  -0.114570
      83,   1.018312,   0.120552,  -0.113105
      98,   1.018190,   0.118843,  -0.117866
     114,   1.018434,   0.117256,  -0.116889
     129,   1.013917,   0.115547,  -0.113349
     145,   1.013428,   0.111518,  -0.114814
     161,   1.017457,   0.112128,  -0.115913
     176,   1.021486,   0.114570,  -0.115913
     192,   1.019410,   0.112495,  -0.116157
     208,   1.020997,   0.112006,  -0.114204
     223,   1.017701,   0.108222,  -0.116401
     239,   1.016236,   0.112617,  -0.119453
     255,   1.016725,   0.117622,  -0.120674
     270,   1.011842,   0.115913,  -0.118354
     286,   1.013795,   0.117622,  -0.122139
     301,   1.009278,   0.113593,  -0.122261
     318,   1.006470,   0.112006,  -0.122749
     333,   1.005371,   0.120063,  -0.128243
     348,   1.000122,   0.123482,  -0.126411
     364,   0.999512,   0.116767,  -0.125313
     380,   0.998047,   0.109199,  -0.133370
     395,   1.013306,   0.094183,  -0.127144
     411,   1.015626,   0.099799,  -0.116767
     427,   1.009034,   0.082952,  -0.125435
     442,   1.000366,   0.095404,  -0.129097
     458,   1.006714,   0.110419,  -0.117134
     473,   1.003662,   0.117012,  -0.118110
     489,   1.015016,   0.125679,  -0.118843
     505,   1.022829,   0.128121,  -0.117012
     520,   1.013795,   0.113715,  -0.117988
     536,   0.995361,   0.102728,  -0.124580
     552,   0.996948,   0.085882,  -0.132393
     567,   1.001343,   0.076726,  -0.128609
     583,   1.014649,   0.087225,  -0.126167
     598,   1.021730,   0.098700,  -0.113227
     614,   1.023317,   0.116767,  -0.096502
     630,   1.019532,   0.112739,  -0.102240
     645,   1.014771,   0.097113,  -0.117500
     661,   1.009034,   0.115913,  -0.123604
     677,   1.018312,   0.108710,  -0.129830
     692,   1.025026,   0.075139,  -0.130074
     708,   1.012696,   0.073674,  -0.134102
     723,   0.989379,   0.130440,  -0.129341
     739,   0.978392,   0.126778,  -0.135689
     755,   0.994995,   0.153147,  -0.134835
     770,   1.012818,   0.164622,  -0.134347
     786,   1.014405,   0.131173,  -0.135445
     801,   1.005493,   0.092840,  -0.141915
     817,   1.011719,   0.064518,  -0.146188
     833,   0.999634,   0.094549,  -0.130196
     848,   1.009766,   0.100043,  -0.136788
     864,   1.012818,   0.121162,  -0.132271
     880,   1.006836,   0.110541,  -0.144723
     895,   0.997803,   0.098578,  -0.154001
     911,   0.953488,   0.095404,  -0.181713
     927,   0.846915,   0.221144,  -0.225783
     942,   1.121467,   0.082219,  -0.147775
     958,   1.046390,  -0.004578,  -0.108832
     973,   1.047732,   0.056339,  -0.082341
     989,   1.023439,   0.056095,  -0.094305
    1004,   1.014527,   0.083806,  -0.133980
    1020,   0.990234,   0.128731,  -0.153635
    1036,   0.982177,   0.138253,  -0.168773
    1051,   0.985473,   0.133980,  -0.167552
    1067,   0.983031,   0.128121,  -0.165232
    1083,   1.011597,   0.115302,  -0.150949
    1098,   1.034304,   0.108466,  -0.119575
    1114,   1.032106,   0.087713,  -0.122627
    1129,   1.006714,   0.088445,  -0.125313
    1146,   1.000854,   0.088812,  -0.136544
    1161,   0.996582,   0.079778,  -0.154245
    1176,   0.996094,   0.096624,  -0.158518
    1192,   0.906122,   0.078435,  -0.161204
    1208,   1.078984,   0.114204,  -0.150949
    1223,   1.026125,   0.077947,  -0.139474
    1239,   1.001709,   0.031191,  -0.172069
    1255,   0.924068,   0.049502,  -0.193432
    1270,   0.992431,   0.061710,  -0.175975
    1286,   1.011964,   0.177196,  -0.107978
    1301,   1.098150,   0.213697,  -0.060490
    1318,   1.075200,   0.124458,  -0.078679
    1333,   1.059940,   0.060367,  -0.112495
    1348,   1.017701,   0.163279,  -0.086004
    1364,   1.020021,   0.258011,  -0.070378
    1380,   1.054447,   0.177928,  -0.106025
    1395,   1.057255,   0.098212,  -0.119575
    1411,   1.036867,   0.079656,  -0.144967
    1426,   0.989868,   0.081243,  -0.129341
    1442,   0.995605,   0.058048,  -0.117988
    1458,   1.046390,   0.125801,  -0.107001
    1473,   1.031618,   0.149973,  -0.115058
    1489,   1.002808,   0.160471,  -0.107489
    1505,   0.968626,   0.134102,  -0.141793
    1520,   0.986938,   0.098089,  -0.154734
    1536,   1.003296,   0.165476,  -0.136056
    1552,   1.073491,   0.220167,  -0.070378
    1567,   1.060062,   0.188427,  -0.048526
    1583,   1.045657,   0.141915,  -0.066593
    1598,   0.966673,   0.118599,  -0.111884
    1614,   0.956907,   0.142404,  -0.133248
    1630,   0.996704,   0.177074,  -0.105780
    1645,   1.047976,   0.215650,  -0.064274
    1661,   1.028322,   0.225417,  -0.037905
    1677,   0.982909,   0.200879,  -0.075017
    1692,   0.968504,   0.137398,  -0.139230
    1708,   1.024904,   0.133858,  -0.151804
    1723,   1.034182,   0.127144,  -0.081853
    1739,   1.033083,   0.231521,  -0.043887
    1755,   0.986205,   0.269975,  -0.037173
    1770,   0.931514,   0.251663,  -0.083928
    1786,   0.980834,   0.212598,  -0.066838
    1801,   1.098395,   0.251541,  -0.015565
    1817,   1.059696,   0.369346,   0.033999
    1833,   0.922114,   0.415980,   0.054264
    1848,   0.923213,   0.361167,  -0.014588
    1864,   0.953855,   0.309528,  -0.027284
    1880,   0.972533,   0.322957,  -0.016786
    1895,   0.980468,   0.362022,  -0.006531
    1911,   0.956296,   0.385216,  -0.010682
    1927,   0.905023,   0.398645,  -0.005066
    1942,   0.922359,   0.361777,  -0.042544
    1958,   0.982909,   0.363364,  -0.065617
    1973,   0.977416,   0.401575,  -0.021669
    1989,   0.903192,   0.448086,   0.042056
    2005,   0.875725,   0.459684,   0.002503
    2020,   0.888421,   0.449307,  -0.020936
    2036,   0.902826,   0.426234,  -0.005799
    2051,   0.926998,   0.459440,   0.028139
    2067,   0.933712,   0.534029,   0.053287
    2083,   0.899896,   0.620460,   0.093939
    2098,   0.867790,   0.597998,   0.094427
    2114,   0.865714,   0.566868,   0.074773
    2130,   0.879265,   0.556491,   0.070012
    2145,   0.889764,   0.571751,   0.067692
    2161,   0.864372,   0.625710,   0.090887
    2177,   0.812244,   0.613502,   0.083074
    2192,   0.805042,   0.578832,   0.053287
    2208,   0.800281,   0.575292,   0.065861
    2223,   0.802478,   0.622658,   0.098822
    2239,   0.796863,   0.669169,   0.118599
    2255,   0.741806,   0.694439,   0.136422
    2270,   0.721907,   0.690533,   0.122261
    2286,   0.732650,   0.688091,   0.121284
    2301,   0.714948,   0.699322,   0.148019
    2318,   0.695172,   0.708478,   0.139840
    2333,   0.690167,   0.717634,   0.146676
    2348,   0.655252,   0.710920,   0.168895
    2364,   0.648050,   0.719954,   0.173167
    2380,   0.651346,   0.731185,   0.190502
    2395,   0.648538,   0.776231,   0.204785
    2411,   0.586645,   0.791369,   0.197461
    2426,   0.555027,   0.786974,   0.192089
    2442,   0.564182,   0.766343,   0.188183
    2458,   0.591406,   0.795031,   0.226393
    2473,   0.537569,   0.830800,   0.260575
    2489,   0.495331,   0.837270,   0.207837
    2505,   0.483489,   0.834707,   0.206250
    2520,   0.490081,   0.810291,   0.195385
    2536,   0.490569,   0.798694,   0.180492
    2552,   0.485442,   0.821644,   0.188305
    2567,   0.485442,   0.861076,   0.211133
    2583,   0.438076,   0.869255,   0.220900
    2598,   0.402551,   0.873772,   0.210401
    2614,   0.370933,   0.926143,   0.232131
    2630,   0.370079,   0.913935,   0.238357
    2645,   0.364707,   0.902216,   0.229689
    2661,   0.354819,   0.934322,   0.233718
    2677,   0.294635,   0.946408,   0.266313
    2692,   0.245926,   0.921748,   0.252884
    2708,   0.244461,   0.900018,   0.223830
    2723,   0.283892,   0.899652,   0.232009
    2739,   0.300128,   0.898553,   0.222609
    2755,   0.244827,   0.936275,   0.250809
    2770,   0.246414,   0.996338,   0.348715
    2786,   0.163767,   0.992797,   0.316975
    2801,   0.170970,   0.915766,   0.250809
    2817,   0.153635,   0.870476,   0.237380
    2833,   0.125313,   0.941525,   0.317097
    2848,   0.105414,   1.017457,   0.428432
    2864,   0.086858,   1.071782,   0.433315
    2880,   0.089056,   0.973509,   0.358481
    2895,   0.098212,   0.928096,   0.290484
    2911,   0.063908,   0.920771,   0.328694
    2927,   0.016664,   0.974242,   0.375694
    2942,  -0.019471,   0.946896,   0.405725
    2958,   0.015809,   0.985229,   0.386437
    2973,   0.020814,   0.957029,   0.338827
    2989,  -0.013123,   0.953000,   0.342367
    3005,  -0.036929,   0.909052,   0.321248
    3020,  -0.062199,   0.868034,   0.308185
    3036,  -0.090521,   0.852042,   0.316120
    3052,  -0.083806,   0.883294,   0.340780
    3067,  -0.089056,   0.948972,   0.339803
    3083,  -0.103705,   0.956907,   0.333700
    3098,  -0.132882,   0.880730,   0.307331
    3114,  -0.143747,   0.840200,   0.297931
    3130,  -0.172435,   0.823842,   0.287066
    3145,  -0.127266,   0.879509,   0.333089
    3161,  -0.128609,   1.027712,   0.438320
    3177,  -0.167185,   1.025026,   0.435512
    3192,  -0.186352,   0.905390,   0.326497
    3208,  -0.240310,   0.736312,   0.327962
    3223,  -0.265214,   0.724470,   0.295611
    3239,  -0.256180,   0.816883,   0.297076
    3255,  -0.251297,   0.970701,   0.385338
    3270,  -0.283770,   0.975584,   0.410609
    3286,  -0.287798,   0.908320,   0.347250
    3301,  -0.337484,   0.769395,   0.285845
    3318,  -0.351401,   0.738754,   0.269487
    3333,  -0.345053,   0.796618,   0.314167
    3348,  -0.337484,   0.938839,   0.382164
    3364,  -0.358725,   0.922481,   0.389245
    3380,  -0.379601,   0.848868,   0.390466
    3395,  -0.391931,   0.786364,   0.393396
    3411,  -0.409876,   0.763169,   0.330403
    3427,  -0.410120,   0.771470,   0.314411
    3442,  -0.448941,   0.821278,   0.378868
    3458,  -0.461271,   0.838491,   0.444302
    3473,  -0.459073,   0.872673,   0.406946
    3489,  -0.468718,   0.801624,   0.350913
    3505,  -0.469816,   0.733382,   0.305988
    3520,  -0.475554,   0.726668,   0.304035
    3536,  -0.504975,   0.825795,   0.371300
    3551,  -0.530245,   0.924190,   0.409021
    3567,  -0.548801,   0.856925,   0.393640
    3583,  -0.518525,   0.768907,   0.318562
    3598,  -0.537325,   0.707502,   0.289141
    3614,  -0.569676,   0.697247,   0.266557
    3630,  -0.599707,   0.741439,   0.266191
    3645,  -0.579808,   0.793444,   0.313679
    3661,  -0.572240,   0.730696,   0.306476
    3677,  -0.618263,   0.677593,   0.282549
    3692,  -0.634377,   0.638406,   0.276567
    3708,  -0.634499,   0.676860,   0.192211
    3723,  -0.658548,   0.713361,   0.218458
    3739,  -0.659525,   0.710432,   0.281328
    3755,  -0.670024,   0.693585,   0.269120
    3770,  -0.685161,   0.628762,   0.272050
    3786,  -0.680645,   0.596289,   0.275591
    3802,  -0.693097,   0.585546,   0.348227
